💥|新闻,#genre#
CCTV13,http://183.207.249.71/ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://39.134.32.103:6610/270000001111/1110000161/index.m3u8?IASHttpSessionId=OTT
CCTV13,http://183.207.249.36:80/PLTV/4/224/3221227387/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=188510429838C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABh
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8codeyj
CCTV13,http://39.136.48.11:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.18:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.5:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8
CCTV13,http://39.136.48.6:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://sd.jilu8.cn/3221226328/index.m3u8
CCTV13,http://183.196.25.171:808/hls/13/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://111.20.33.93/TVOD/88888893/224/3221226195/index.m3u8
CCTV2,http://39.134.116.30:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV2,http://39.136.48.5:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://39.135.55.72:6610/PLTV/88888888/224/3221226795/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV2,http://sd.jilu8.cn/3221225751/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2,http://39.136.48.2:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://183.196.25.171:808/hls/2/index.m3u8
CCTV2,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://119.167.231.18/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225612/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT
CCTV2,http://120.221.40.68:6410/shandong_cabletv.live.zte.com////CHANNEL00000317/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.136.48.6:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://39.136.48.18:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.47.100:6610/000000001000/HD-8000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.136.48.18:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV4,http://183.207.249.6/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://120.221.40.68:6410/shandong_cabletv.live.zte.com////CHANNEL00000320/index.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv4/1.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8?
CCTV4,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV4,http://61.160.152.2/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/.m3u8
CCTV4,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV4,http://182.151.211.171:808/hls/4/index.m3u8
CCTV4,http://183.196.25.171:808/hls/4/index.m3u8
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226191/index.m3u8
CCTV4,http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?icpid=88888888&from=30&hms_devid=1452

🏀|体育,#genre#
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV16,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv16/1.m3u8?IASHttpSessionId=OTT
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233403/index.m3u8
CCTV16,http://183.196.25.171:808/hls/666/index.m3u8
CCTV16,http://39.135.55.72:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233409/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
劲爆体育,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8

自制|IPTV,#genre#
CCTV1,http://39.134.66.2/PLTV/88888888/224/3221225785/index.m3u8
CCTV1,http://39.134.66.2/PLTV/88888888/224/3221225787/index.m3u8
CCTV1,http://39.134.66.2/PLTV/88888888/224/3221225783/index.m3u8
CCTV1,http://39.134.66.2/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://39.134.66.2/PLTV/88888888/224/3221225800/index.m3u8
CCTV1,http://111.20.33.93/TVOD/88888893/224/3221226010/index.m3u8
CCTV1,http://111.20.33.93/TVOD/88888893/224/3221226000/index.m3u8
CCTV2,http://111.20.33.93/TVOD/88888893/224/3221226195/index.m3u8
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV3,http://39.134.66.2/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226191/index.m3u8
CCTV5,http://39.134.66.2/PLTV/88888888/224/3221225635/index.m3u8
CCTV5+,http://39.134.66.2/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,http://39.134.66.2/PLTV/88888888/224/3221225521/index.m3u8
CCTV6,http://39.134.66.2/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,http://39.134.66.2/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.2/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.66.2/PLTV/88888888/224/3221225677/index.m3u8
CCTV12,http://39.134.66.2/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://39.136.48.53:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV14,http://39.134.66.2/PLTV/88888888/224/3221225674/index.m3u8
CCTV16,http://39.134.66.2/PLTV/88888888/224/3221225893/index.m3u8
CCTV17,http://39.134.66.2/PLTV/88888888/224/3221225708/index.m3u8

CCTV6,http://111.20.33.93/TVOD/88888893/224/3221226011/index.m3u8
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226012/index.m3u8
CCTV10,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV12,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV14,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8

安徽卫视,http://39.134.66.2/PLTV/88888888/224/3221225925/index.m3u8
北京卫视,http://39.134.66.2/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.66.2/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://39.134.66.2/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.66.2/PLTV/88888888/224/3221225942/index.m3u8
东南卫视,http://39.134.66.2/PLTV/88888888/224/3221225950/index.m3u8
广东卫视,http://39.134.66.2/PLTV/88888888/224/3221225966/index.m3u8
贵州卫视,http://39.134.66.2/PLTV/88888888/224/3221225974/index.m3u8
海南卫视,http://39.134.66.2/PLTV/88888888/224/3221225978/index.m3u8
河北卫视,http://39.134.66.2/PLTV/88888888/224/3221225961/index.m3u8
河南卫视,http://39.134.66.2/PLTV/88888888/224/3221225988/index.m3u8
黑龙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225985/index.m3u8
湖北卫视,http://39.134.66.2/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://39.134.66.2/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225977/index.m3u8
吉林卫视,http://39.134.66.2/PLTV/88888888/224/3221225981/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://39.134.66.2/PLTV/88888888/224/3221225935/index.m3u8
山东卫视,http://39.134.66.2/PLTV/88888888/224/3221225952/index.m3u8
深圳卫视,http://39.134.66.2/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.66.2/PLTV/88888888/224/3221225943/index.m3u8
四川卫视,http://39.134.66.2/PLTV/88888888/224/3221225970/index.m3u8
天津卫视,http://39.134.66.2/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://39.134.66.2/PLTV/88888888/224/3221225972/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
重庆卫视,http://39.134.66.2/PLTV/88888888/224/3221225963/index.m3u8

BRTV,http://39.134.66.2/PLTV/88888888/224/3221225670/index.m3u8
无标,http://39.134.66.2/PLTV/88888888/224/3221225550/index.m3u8
无标,http://39.134.66.2/PLTV/88888888/224/3221225715/index.m3u8
无标,http://39.134.66.2/PLTV/88888888/224/3221225730/index.m3u8
无标,http://39.134.66.2/PLTV/88888888/224/3221225728/index.m3u8
武博世界,http://39.134.66.2/PLTV/88888888/224/3221225547/index.m3u8
炫舞未来,http://39.134.66.2/PLTV/88888888/224/3221225646/index.m3u8
怡伴健康,http://39.134.66.2/PLTV/88888888/224/3221225571/index.m3u8
中国功夫,http://39.134.66.2/PLTV/88888888/224/3221225604/index.m3u8
HRB新闻综合,http://39.134.66.2/PLTV/88888888/224/3221225684/index.m3u8
爱情剧场,http://39.134.66.2/PLTV/88888888/224/3221225533/index.m3u8
TI赛事,http://39.134.66.2/PLTV/88888888/224/3221225559/index.m3u8
超级电视剧,http://39.134.66.2/PLTV/88888888/224/3221225637/index.m3u8
超级电影,http://39.134.66.2/PLTV/88888888/224/3221225644/index.m3u8
超级综艺,http://39.134.66.2/PLTV/88888888/224/3221225642/index.m3u8
潮妈辣婆,http://39.134.66.2/PLTV/88888888/224/3221225542/index.m3u8
东北热剧,http://39.134.66.2/PLTV/88888888/224/3221225679/index.m3u8
动作电影,http://39.134.66.2/PLTV/88888888/224/3221225555/index.m3u8
古装剧场,http://39.134.66.2/PLTV/88888888/224/3221225524/index.m3u8
嗨看暑假,http://39.134.66.2/PLTV/88888888/224/3221225682/index.m3u8
金牌综艺,http://39.134.66.2/PLTV/88888888/224/3221225525/index.m3u8
精品大剧,http://39.134.66.2/PLTV/88888888/224/3221225536/index.m3u8
精品记录,http://39.134.66.2/PLTV/88888888/224/3221225545/index.m3u8
精品体育,http://39.134.66.2/PLTV/88888888/224/3221225526/index.m3u8
军旅剧场,http://39.134.66.2/PLTV/88888888/224/3221225560/index.m3u8
军事评论,http://39.134.66.2/PLTV/88888888/224/3221225535/index.m3u8
咪咕体育,http://39.134.66.2/PLTV/88888888/224/3221225895/index.m3u8
农业致富,http://39.134.66.2/PLTV/88888888/224/3221225552/index.m3u8
求索记录,http://39.134.66.2/PLTV/88888888/224/3221225713/index.m3u8
黑龙江都市,http://39.134.66.2/PLTV/88888888/224/3221225969/index.m3u8
黑龙江农业,http://39.134.66.2/PLTV/88888888/224/3221225994/index.m3u8
黑龙江少儿,http://39.134.66.2/PLTV/88888888/224/3221225979/index.m3u8
黑龙江新闻,http://39.134.66.2/PLTV/88888888/224/3221225967/index.m3u8
黑龙江影视,http://39.134.66.2/PLTV/88888888/224/3221225973/index.m3u8
黑莓电影,http://39.134.66.2/PLTV/88888888/224/3221225681/index.m3u8
黑莓动画,http://39.134.66.2/PLTV/88888888/224/3221225529/index.m3u8
纪实人文,http://39.134.66.2/PLTV/88888888/224/3221225673/index.m3u8
家庭剧场,http://39.134.66.2/PLTV/88888888/224/3221225538/index.m3u8
体育赛事,http://39.134.66.2/PLTV/88888888/224/3221225706/index.m3u8

金乡新闻,http://39.136.48.53:8089/PLTV/88888888/224/3221226010/index.m3u8
山东农科,http://39.136.48.53:8089/PLTV/88888888/224/3221226018/index.m3u8
齐鲁卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226045/index.m3u8
山东教育,http://39.136.48.53:8089/PLTV/88888888/224/3221226049/index.m3u8
山东体育,http://39.136.48.53:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻,http://39.136.48.53:8089/PLTV/88888888/224/3221226077/index.m3u8
衮州新闻,http://39.136.48.53:8089/PLTV/88888888/224/3221226140/index.m3u8
山东卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226144/index.m3u8
北京卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226146/index.m3u8
深圳卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226150/index.m3u8
黑龙江卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226148/index.m3u8
山东少儿,http://39.136.48.53:8089/PLTV/88888888/224/3221226195/index.m3u8
江苏卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226211/index.m3u8
广东卫视,http://39.136.48.53:8089/PLTV/88888888/224/3221226213/index.m3u8
中国交通,http://39.136.48.53:8089/PLTV/88888888/224/3221226295/index.m3u8
CGTN,http://39.136.48.53:8089/PLTV/88888888/224/3221226326/index.m3u8

CCTV1,http://39.135.137.205/PLTV/88888888/224/3221225785/1.m3u8
CCTV1,http://39.135.137.205/PLTV/88888888/224/3221225816/1.m3u8
CCTV3,http://39.135.137.205/PLTV/88888888/224/3221225799/1.m3u8
CCTV5,http://39.135.137.205/PLTV/88888888/224/3221225635/1.m3u8
CCTV5,http://39.135.137.205/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.135.137.205/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.135.137.205/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.135.137.205/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.135.137.205/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.135.137.205/PLTV/88888888/224/3221225676/1.m3u8
CCTV10,http://39.135.137.205/PLTV/88888888/224/3221225677/1.m3u8
CCTV12,http://39.135.137.205/PLTV/88888888/224/3221225669/1.m3u8
CCTV14,http://39.135.137.205/PLTV/88888888/224/3221225674/1.m3u8
CCTV16,http://39.135.137.205/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://39.135.137.205/PLTV/88888888/224/3221225708/1.m3u8
CCTV1,http://39.134.66.48/PLTV/88888888/224/3221225816/index.m3u8
CCTV3,http://39.134.66.48/PLTV/88888888/224/3221225799/index.m3u8
CCTV5,http://39.134.66.48/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+,http://39.134.66.48/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,http://39.134.66.48/PLTV/88888888/224/3221225814/index.m3u8
CCTV8,http://39.134.66.48/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.48/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.66.48/PLTV/88888888/224/3221225677/index.m3u8
CCTV12,http://39.134.66.48/PLTV/88888888/224/3221225669/index.m3u8
CCTV14,http://39.134.66.48/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,http://39.134.66.48/PLTV/88888888/224/3221225513/index.m3u8
CCTV17,http://39.134.66.48/PLTV/88888888/224/3221225708/index.m3u8

山东卫视,http://39.134.66.48/PLTV/88888888/224/3221225952/index.m3u8
浙江卫视,http://39.134.66.48/PLTV/88888888/224/3221225959/index.m3u8
河北卫视,http://39.134.66.48/PLTV/88888888/224/3221225961/index.m3u8
天津卫视,http://39.134.66.48/PLTV/88888888/224/3221225972/index.m3u8
吉林卫视,http://39.134.66.48/PLTV/88888888/224/3221225981/index.m3u8
东方卫视,http://39.134.66.48/PLTV/88888888/224/3221225506/index.m3u8
浙江卫视,http://39.134.66.48/PLTV/88888888/224/3221225514/index.m3u8
超级电视剧,http://39.134.66.48/PLTV/88888888/224/3221225637/index.m3u8
HRB新闻综合,http://39.134.66.48/PLTV/88888888/224/3221225684/index.m3u8


江苏卫视,http://39.135.137.205/PLTV/88888888/224/3221225503/1.m3u8
天津卫视,http://39.135.137.205/PLTV/88888888/224/3221225665/1.m3u8
浙江卫视,http://39.135.137.205/PLTV/88888888/224/3221225514/1.m3u8
安徽卫视,http://39.135.137.205/PLTV/88888888/224/3221225925/1.m3u8
北京卫视,http://39.135.137.205/PLTV/88888888/224/3221225931/1.m3u8
江西卫视,http://39.135.137.205/PLTV/88888888/224/3221225935/1.m3u8
江苏卫视,http://39.135.137.205/PLTV/88888888/224/3221225938/1.m3u8
东方卫视,http://39.135.137.205/PLTV/88888888/224/3221225942/1.m3u8
深圳卫视,http://39.135.137.205/PLTV/88888888/224/3221225943/1.m3u8
东南卫视,http://39.135.137.205/PLTV/88888888/224/3221225950/1.m3u8
山东卫视,http://39.135.137.205/PLTV/88888888/224/3221225952/1.m3u8
浙江卫视,http://39.135.137.205/PLTV/88888888/224/3221225959/1.m3u8
河北卫视,http://39.135.137.205/PLTV/88888888/224/3221225961/1.m3u8
天津卫视,http://39.135.137.205/PLTV/88888888/224/3221225972/1.m3u8
四川卫视,http://39.135.137.205/PLTV/88888888/224/3221225970/1.m3u8
贵州卫视,http://39.135.137.205/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.135.137.205/PLTV/88888888/224/3221225975/1.m3u8
海南卫视,http://39.135.137.205/PLTV/88888888/224/3221225978/1.m3u8
吉林卫视,http://39.135.137.205/PLTV/88888888/224/3221225981/1.m3u8
黑龙江卫视,http://39.135.137.205/PLTV/88888888/224/3221225985/1.m3u8
河南卫视,http://39.135.137.205/PLTV/88888888/224/3221225988/1.m3u8

黑龙江都市,http://39.135.137.205/PLTV/88888888/224/3221225969/1.m3u8
黑龙江文体,http://39.135.137.205/PLTV/88888888/224/3221225965/1.m3u8
黑龙江影视,http://39.135.137.205/PLTV/88888888/224/3221225973/1.m3u8
黑莓电影,http://39.135.137.205/PLTV/88888888/224/3221225681/1.m3u8
HRB新闻综合,http://39.135.137.205/PLTV/88888888/224/3221225684/1.m3u8
体育赛事,http://39.135.137.205/PLTV/88888888/224/3221225706/1.m3u8

金牌综艺,http://39.135.137.205/PLTV/88888888/224/3221225525/1.m3u8
爱情喜剧,http://39.135.137.205/PLTV/88888888/224/3221225533/1.m3u8
精品记录,http://39.135.137.205/PLTV/88888888/224/3221225545/1.m3u8
无标,http://39.135.137.205/PLTV/88888888/224/3221225550/1.m3u8
动作电影,http://39.135.137.205/PLTV/88888888/224/3221225555/1.m3u8
超级电视剧,http://39.135.137.205/PLTV/88888888/224/3221225637/1.m3u8
纪实人文,http://39.135.137.205/PLTV/88888888/224/3221225673/1.m3u8
BRTV,http://39.135.137.205/PLTV/88888888/224/3221225670/1.m3u8

👍|4K,#genre#
4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
4k超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8?zzhongd
